val2,1618477527846944340,0
end,1618477527862292100,18955831
end,1618477528910411531,789750
end,1618477543370604133,9483756434
val0,1618477543374074144,1
val1,1618477543375001361,1
val2,1618477543375317516,1
val3,1618477543375489301,1
txval,2,0,0.000000
end,1618477548152461072,1019965
end,1618477548741858013,516913
end,1618477609535798014,1133255
