val2,1618483160989766439,0
end,1618483161005960139,19821593
end,1618483162074483341,969324
end,1618483185542769948,9547270411
val0,1618483185548693156,1
val1,1618483185551532413,1
val2,1618483185552629146,1
val3,1618483185553265423,1
txval,2,0,0.000000
end,1618483190307964543,1116576
end,1618483190879190767,1220998
